"year";"BOUCLE DU MOUHOUN";"CASCADES";"CENTRE";"CENTRE EST";"CENTRE NORD";"CENTRE OUEST";"CENTRE SUD";"EST";"HAUTS BASSINS";"NORD";"PLATEAU CENTRAL";"SAHEL";"SUD OUEST"
"2000-04-20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00"
"2000-04-21";"0,01";"0,01";"0,00";"0,01";"0,00";"0,08";"0,00";"0,03";"0,00";"0,01";"0,00";"0,01";"0,01"
"2000-04-22";"0,13";"0,24";"0,10";"1,35";"0,00";"0,73";"1,40";"2,47";"0,34";"0,00";"0,28";"0,08";"2,41"
"2000-04-23";"0,01";"0,00";"0,00";"0,40";"0,00";"0,01";"0,00";"1,02";"0,00";"0,00";"0,00";"0,00";"0,02"
"2000-04-24";"0,17";"0,21";"0,00";"0,00";"0,00";"0,27";"0,00";"0,00";"0,51";"0,02";"0,01";"0,00";"0,66"
"2000-04-25";"0,00";"2,56";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,51"
"2000-04-26";"0,00";"1,13";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,38"
"2000-04-27";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2000-04-28";"1,06";"0,20";"0,00";"0,25";"0,00";"0,02";"0,03";"0,10";"1,47";"0,13";"0,00";"0,00";"0,48"
"2000-04-29";"3,59";"6,64";"1,39";"2,04";"2,24";"2,25";"2,05";"1,81";"3,70";"1,95";"1,46";"1,15";"5,69"
"2000-04-30";"0,04";"0,00";"0,34";"3,23";"0,40";"0,58";"1,34";"4,65";"0,06";"0,03";"1,03";"0,59";"0,34"
"2000-05-01";"3,85";"8,45";"1,81";"2,71";"0,21";"3,75";"4,51";"2,54";"7,32";"0,96";"1,31";"0,11";"9,42"
"2000-05-02";"1,01";"0,13";"0,11";"0,15";"0,33";"0,71";"0,85";"0,57";"0,29";"0,11";"0,52";"0,20";"0,06"
"2000-05-03";"2,69";"2,80";"0,83";"4,56";"0,23";"3,36";"4,16";"4,87";"5,61";"0,11";"1,37";"0,07";"3,57"
"2000-05-04";"0,00";"3,52";"0,00";"0,00";"0,00";"0,00";"0,00";"0,08";"0,05";"0,00";"0,00";"0,02";"0,40"
"2000-05-05";"0,00";"0,87";"0,00";"0,00";"0,00";"0,42";"0,06";"1,19";"0,00";"0,00";"0,00";"0,02";"0,18"
"2000-05-06";"3,14";"1,85";"4,60";"1,89";"0,71";"4,79";"3,99";"3,09";"2,94";"1,84";"2,31";"0,33";"2,15"
"2000-05-07";"6,14";"5,01";"8,69";"5,77";"3,14";"7,61";"8,41";"1,67";"4,21";"5,36";"5,80";"0,54";"6,19"
"2000-05-08";"0,14";"0,31";"0,09";"0,90";"0,02";"0,39";"0,78";"0,08";"1,30";"0,00";"0,90";"0,00";"0,23"
"2000-05-09";"0,48";"0,64";"0,00";"0,24";"0,01";"0,03";"0,14";"0,19";"0,51";"0,00";"0,00";"0,01";"0,90"
"2000-05-10";"1,31";"3,43";"1,26";"0,30";"0,64";"3,69";"3,44";"0,01";"2,62";"1,58";"1,52";"0,04";"1,90"
"2000-05-11";"0,65";"2,07";"0,00";"0,06";"0,04";"0,04";"0,01";"0,18";"1,72";"0,03";"0,00";"0,00";"0,12"
"2000-05-12";"6,98";"1,32";"4,03";"0,37";"0,81";"5,07";"3,21";"0,19";"5,07";"6,22";"3,04";"0,02";"5,78"
"2000-05-13";"0,53";"3,59";"0,04";"0,00";"0,00";"2,25";"0,24";"0,01";"1,79";"0,00";"0,00";"0,00";"3,49"
"2000-05-14";"0,17";"3,63";"0,45";"1,77";"0,45";"0,22";"0,91";"2,58";"0,07";"0,01";"0,07";"0,23";"3,17"
"2000-05-15";"0,30";"0,00";"9,64";"9,14";"2,91";"6,53";"11,36";"4,14";"0,03";"1,39";"7,40";"1,17";"0,98"
"2000-05-16";"0,39";"0,00";"0,00";"0,01";"0,07";"0,00";"0,00";"0,20";"0,04";"0,60";"0,00";"0,08";"0,00"
"2000-05-17";"0,00";"0,31";"0,00";"0,09";"0,00";"0,00";"0,02";"0,15";"0,35";"0,00";"0,29";"0,00";"0,00"
"2000-05-18";"0,00";"1,30";"0,00";"2,99";"0,00";"0,19";"1,55";"0,06";"0,59";"0,00";"0,17";"0,00";"0,00"
"2000-05-19";"0,04";"2,49";"0,89";"1,34";"0,11";"0,00";"0,29";"1,35";"0,09";"0,03";"0,32";"0,00";"0,59"
"2000-05-20";"5,87";"0,15";"8,21";"1,61";"4,19";"3,72";"3,21";"4,43";"1,96";"4,79";"6,75";"0,53";"0,95"
"2000-05-21";"4,19";"7,00";"3,97";"7,59";"1,68";"3,74";"4,41";"7,53";"6,76";"3,51";"3,05";"0,30";"4,38"
"2000-05-22";"2,63";"7,77";"1,29";"0,80";"0,40";"2,36";"2,88";"0,15";"4,51";"1,18";"0,38";"0,10";"8,25"
"2000-05-23";"0,00";"0,18";"0,00";"0,00";"0,00";"0,00";"0,00";"2,01";"0,13";"0,00";"0,00";"0,00";"0,11"
"2000-05-24";"2,92";"9,95";"2,64";"7,83";"0,96";"3,37";"4,29";"8,15";"7,76";"0,92";"2,01";"0,67";"8,50"
"2000-05-25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00"
"2000-05-26";"6,53";"5,96";"9,87";"8,44";"2,52";"12,82";"13,26";"3,75";"6,06";"5,51";"9,33";"0,03";"11,00"
"2000-05-27";"1,44";"6,58";"0,06";"1,36";"0,09";"0,00";"0,00";"1,33";"3,97";"0,00";"0,16";"0,41";"3,22"
"2000-05-28";"0,84";"0,00";"4,21";"0,75";"1,91";"0,07";"1,13";"0,82";"1,21";"0,05";"1,39";"1,10";"0,17"
"2000-05-29";"2,91";"10,27";"0,00";"0,24";"0,00";"4,14";"0,59";"1,61";"9,76";"0,00";"0,00";"0,00";"8,93"
"2000-05-30";"1,73";"0,71";"0,00";"0,18";"0,24";"0,01";"0,00";"0,41";"1,19";"5,54";"0,00";"0,15";"0,00"
"2000-05-31";"9,46";"8,25";"14,77";"9,39";"4,68";"15,68";"21,01";"5,00";"10,14";"3,45";"10,63";"0,74";"16,24"
"2000-06-01";"0,00";"0,00";"0,00";"0,59";"0,00";"0,00";"0,00";"3,14";"0,00";"0,00";"0,00";"0,07";"0,00"
"2000-06-02";"0,07";"0,00";"0,07";"0,00";"0,13";"0,10";"0,00";"0,00";"0,00";"0,44";"0,38";"0,00";"0,00"
"2000-06-03";"11,66";"0,17";"5,31";"1,12";"5,10";"4,11";"1,84";"1,05";"9,24";"4,45";"4,73";"2,06";"0,18"
"2000-06-04";"15,51";"50,78";"3,26";"1,46";"2,10";"9,18";"5,29";"0,19";"37,11";"2,66";"2,98";"0,63";"25,32"
"2000-06-05";"4,65";"5,33";"6,53";"17,20";"5,09";"10,44";"12,32";"10,11";"6,42";"2,46";"7,22";"2,04";"17,51"
"2000-06-06";"5,50";"8,37";"3,38";"0,00";"0,06";"5,24";"1,14";"0,01";"5,87";"5,38";"0,27";"0,48";"5,47"
"2000-06-07";"0,06";"2,01";"0,00";"0,00";"0,04";"0,00";"0,00";"0,00";"0,01";"1,27";"0,00";"0,01";"0,08"
"2000-06-08";"0,38";"0,00";"0,00";"0,00";"0,31";"0,00";"0,00";"0,05";"0,00";"2,88";"0,00";"3,06";"0,00"
"2000-06-09";"0,86";"5,87";"6,70";"5,58";"0,33";"6,02";"15,81";"0,08";"3,09";"0,06";"4,95";"0,00";"8,88"
"2000-06-10";"2,22";"5,68";"0,00";"0,02";"0,08";"0,33";"0,14";"0,07";"4,27";"0,06";"0,00";"0,00";"2,45"
"2000-06-11";"3,10";"5,82";"0,00";"6,69";"0,88";"3,87";"5,61";"4,82";"4,29";"1,85";"0,42";"0,96";"5,30"
"2000-06-12";"1,40";"0,18";"4,85";"3,00";"4,40";"0,79";"4,40";"4,07";"0,50";"4,89";"4,38";"5,51";"0,09"
"2000-06-13";"2,01";"1,46";"5,52";"1,85";"0,19";"5,73";"5,30";"0,96";"3,75";"0,79";"4,55";"0,57";"1,26"
"2000-06-14";"7,02";"5,53";"14,98";"9,82";"6,32";"14,02";"16,37";"7,99";"4,48";"9,15";"13,33";"0,75";"6,56"
"2000-06-15";"0,42";"2,93";"0,00";"0,00";"0,00";"0,00";"0,00";"0,91";"1,21";"0,00";"0,00";"0,02";"0,35"
"2000-06-16";"4,23";"0,00";"3,39";"5,51";"4,80";"2,37";"0,54";"5,21";"1,07";"4,00";"3,18";"2,01";"0,12"
"2000-06-17";"11,93";"20,96";"10,08";"17,40";"6,97";"14,42";"14,66";"8,22";"15,68";"6,58";"10,57";"3,74";"17,29"
"2000-06-18";"0,33";"0,00";"0,81";"7,06";"2,54";"0,05";"4,25";"8,30";"0,14";"1,53";"2,35";"1,84";"0,00"
"2000-06-19";"8,62";"2,72";"8,64";"5,99";"7,39";"6,72";"5,98";"3,76";"6,92";"7,56";"7,34";"7,67";"8,75"
"2000-06-20";"0,17";"0,73";"0,00";"3,41";"2,04";"0,26";"0,01";"6,24";"4,20";"0,00";"0,76";"1,22";"0,02"
"2000-06-21";"0,99";"12,23";"11,69";"16,68";"3,80";"10,13";"17,78";"8,45";"5,96";"0,92";"9,64";"1,59";"8,99"
"2000-06-22";"0,14";"0,85";"0,03";"3,30";"3,75";"0,40";"0,21";"4,97";"0,35";"1,82";"0,04";"6,50";"7,86"
"2000-06-23";"7,38";"0,29";"11,44";"6,79";"5,76";"7,44";"12,40";"7,51";"2,70";"8,20";"11,02";"5,37";"1,52"
"2000-06-24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,14";"0,00"
"2000-06-25";"2,97";"3,07";"5,32";"4,63";"4,08";"3,33";"2,26";"8,68";"5,42";"4,17";"4,19";"3,26";"3,23"
"2000-06-26";"6,09";"15,58";"10,76";"16,21";"5,30";"12,60";"14,41";"9,36";"7,21";"2,11";"9,92";"2,04";"18,91"
"2000-06-27";"0,00";"0,00";"0,00";"2,81";"0,00";"0,00";"0,00";"3,52";"0,00";"0,00";"0,00";"0,06";"0,00"
"2000-06-28";"0,06";"4,22";"0,28";"0,34";"2,35";"0,33";"2,19";"0,40";"3,55";"0,02";"0,34";"1,40";"0,54"
"2000-06-29";"1,05";"0,30";"0,00";"0,01";"0,70";"0,00";"0,00";"0,06";"1,44";"1,79";"0,05";"0,00";"0,48"
"2000-06-30";"4,88";"24,56";"10,26";"12,40";"8,18";"11,64";"11,62";"14,49";"17,04";"2,54";"10,95";"6,73";"20,59"
"2000-07-01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2000-07-02";"0,19";"0,00";"0,00";"0,16";"0,00";"0,00";"0,00";"0,09";"0,08";"0,48";"0,00";"0,19";"0,00"
"2000-07-03";"0,22";"0,00";"0,42";"1,38";"0,07";"0,01";"0,01";"10,00";"0,44";"0,06";"0,19";"2,01";"0,00"
"2000-07-04";"8,57";"8,52";"17,60";"0,11";"20,16";"12,58";"4,69";"1,64";"7,42";"13,30";"13,11";"10,97";"8,70"
"2000-07-05";"1,13";"7,40";"1,66";"10,51";"0,38";"6,15";"5,66";"14,56";"4,30";"0,20";"1,23";"4,75";"7,03"
"2000-07-06";"0,00";"0,00";"0,40";"9,84";"0,58";"1,41";"7,58";"6,32";"0,00";"0,00";"3,00";"0,00";"0,22"
"2000-07-07";"3,59";"19,97";"7,74";"2,85";"0,03";"14,01";"14,02";"0,00";"14,35";"0,19";"1,46";"0,00";"16,33"
"2000-07-08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2000-07-09";"21,19";"3,03";"26,48";"0,56";"25,18";"26,82";"15,73";"0,57";"13,54";"31,91";"21,19";"14,64";"3,85"
"2000-07-10";"0,55";"0,22";"0,27";"23,43";"5,09";"2,94";"5,77";"15,19";"0,51";"1,00";"2,55";"1,79";"4,33"
"2000-07-11";"10,71";"0,24";"9,86";"0,42";"12,21";"7,09";"2,12";"0,40";"2,07";"19,95";"7,32";"10,27";"0,00"
"2000-07-12";"11,48";"2,87";"3,59";"4,61";"6,08";"6,86";"2,96";"3,71";"13,67";"7,19";"5,05";"0,80";"1,17"
"2000-07-13";"0,00";"10,48";"0,02";"0,00";"0,04";"0,10";"0,00";"1,88";"0,41";"0,18";"0,20";"0,23";"6,94"
"2000-07-14";"7,96";"16,67";"6,95";"17,74";"1,75";"10,38";"10,69";"15,60";"16,91";"2,60";"6,42";"0,21";"14,21"
"2000-07-15";"2,71";"0,11";"0,05";"0,03";"2,12";"0,04";"0,02";"0,15";"1,58";"3,30";"0,04";"7,85";"0,22"
"2000-07-16";"0,12";"0,00";"0,00";"0,00";"1,19";"0,04";"0,00";"0,52";"0,19";"0,27";"0,00";"1,96";"0,04"
"2000-07-17";"8,29";"1,64";"22,72";"11,67";"29,78";"13,44";"9,09";"21,09";"2,79";"22,14";"25,62";"18,42";"1,47"
"2000-07-18";"0,85";"9,15";"0,53";"1,05";"0,04";"2,41";"3,33";"4,82";"4,21";"0,14";"0,63";"0,00";"3,24"
"2000-07-19";"0,14";"2,71";"3,08";"0,27";"3,90";"1,21";"0,10";"10,85";"0,65";"0,04";"2,69";"5,34";"1,07"
"2000-07-20";"0,00";"0,00";"2,89";"5,31";"0,00";"0,10";"1,37";"1,36";"0,00";"0,00";"1,07";"0,00";"0,00"
"2000-07-21";"13,10";"11,78";"19,12";"6,58";"20,92";"20,10";"16,64";"9,35";"17,24";"18,87";"16,44";"13,99";"14,00"
"2000-07-22";"4,88";"20,01";"0,00";"0,28";"0,00";"0,49";"1,88";"0,00";"12,88";"0,00";"0,00";"0,00";"6,01"
"2000-07-23";"0,21";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,83";"0,00";"0,00";"0,00";"4,40";"0,00"
"2000-07-24";"2,63";"0,00";"4,69";"2,50";"13,65";"1,21";"0,34";"10,04";"0,00";"9,42";"8,65";"14,29";"0,00"
"2000-07-25";"9,84";"0,39";"16,40";"4,72";"8,17";"10,53";"7,32";"1,14";"5,28";"10,80";"14,82";"1,28";"0,27"
"2000-07-26";"3,11";"0,34";"4,47";"9,06";"0,60";"8,20";"6,14";"6,95";"10,53";"0,97";"3,67";"0,45";"6,68"
"2000-07-27";"0,25";"0,98";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,25";"0,00";"0,00";"0,05";"0,23"
"2000-07-28";"1,40";"7,59";"5,99";"16,00";"3,25";"8,27";"11,60";"17,24";"6,62";"1,26";"8,81";"1,19";"15,03"
"2000-07-29";"8,09";"50,07";"11,15";"8,80";"14,12";"12,19";"12,62";"15,18";"37,82";"1,31";"11,51";"4,17";"24,34"
"2000-07-30";"11,07";"0,29";"0,19";"0,97";"1,92";"2,25";"0,29";"1,66";"4,95";"6,45";"0,15";"4,05";"0,00"
"2000-07-31";"4,09";"5,10";"0,00";"0,00";"0,25";"0,23";"0,00";"0,00";"1,18";"1,15";"0,05";"0,00";"2,00"
"2000-08-01";"0,52";"9,37";"3,80";"0,19";"0,00";"4,64";"7,04";"0,35";"4,32";"0,00";"0,37";"0,00";"13,38"
"2000-08-02";"17,88";"48,31";"1,95";"0,00";"0,00";"12,92";"2,30";"0,00";"40,70";"0,47";"0,50";"0,00";"28,63"
"2000-08-03";"6,58";"7,58";"1,11";"3,24";"10,64";"3,19";"3,94";"5,63";"3,79";"10,45";"3,35";"13,67";"0,52"
"2000-08-04";"0,00";"0,64";"0,00";"0,00";"0,04";"0,00";"0,00";"0,00";"0,15";"0,00";"0,00";"0,00";"0,00"
"2000-08-05";"10,59";"8,82";"15,03";"3,70";"14,85";"13,23";"7,58";"10,04";"16,55";"10,81";"12,77";"15,44";"6,71"
"2000-08-06";"16,38";"12,45";"21,84";"9,22";"8,94";"21,38";"22,75";"5,48";"17,13";"15,85";"16,11";"2,10";"4,07"
"2000-08-07";"10,93";"9,04";"2,74";"2,75";"1,54";"5,34";"1,69";"3,50";"12,23";"5,12";"2,89";"2,60";"11,66"
"2000-08-08";"3,76";"11,36";"5,22";"0,96";"0,27";"12,39";"3,27";"1,97";"4,10";"2,40";"1,83";"1,61";"10,60"
"2000-08-09";"15,84";"12,89";"15,11";"34,99";"8,37";"13,27";"24,49";"32,67";"19,30";"16,85";"19,54";"11,92";"14,08"
"2000-08-10";"2,26";"1,44";"0,00";"0,10";"0,02";"1,95";"0,11";"1,34";"1,58";"2,56";"0,15";"0,74";"0,00"
"2000-08-11";"17,52";"9,61";"11,38";"20,54";"3,21";"11,44";"13,01";"25,63";"14,34";"5,28";"13,26";"0,07";"10,64"
"2000-08-12";"0,09";"0,37";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2000-08-13";"14,82";"11,65";"11,97";"24,53";"15,32";"18,33";"19,71";"11,40";"13,88";"22,59";"16,93";"9,91";"13,96"
"2000-08-14";"5,01";"14,27";"0,00";"0,89";"0,00";"0,62";"0,17";"0,00";"9,95";"2,88";"0,00";"1,60";"11,54"
"2000-08-15";"6,05";"15,50";"1,34";"1,55";"0,00";"13,15";"11,82";"0,00";"13,70";"0,00";"0,01";"0,00";"18,42"
"2000-08-16";"0,13";"0,35";"2,67";"7,64";"3,64";"1,87";"2,54";"17,05";"0,65";"0,10";"2,78";"10,79";"3,73"
"2000-08-17";"0,02";"20,63";"0,00";"0,00";"0,00";"0,08";"0,00";"0,29";"5,81";"0,00";"0,00";"0,04";"4,66"
"2000-08-18";"4,29";"0,03";"7,96";"15,83";"9,00";"5,59";"10,69";"21,47";"0,62";"7,04";"9,42";"9,29";"1,86"
"2000-08-19";"9,78";"24,74";"5,20";"5,60";"0,56";"9,68";"11,00";"0,18";"24,52";"0,80";"2,32";"0,29";"18,67"
"2000-08-20";"0,69";"1,14";"0,47";"3,21";"2,26";"2,47";"2,35";"12,02";"1,95";"1,02";"1,46";"2,56";"3,84"
"2000-08-21";"2,52";"14,71";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"20,93";"0,04";"0,00";"0,00";"9,75"
"2000-08-22";"1,86";"0,00";"0,35";"1,32";"6,80";"6,31";"2,61";"0,29";"0,15";"6,52";"1,40";"6,62";"0,45"
"2000-08-23";"12,33";"17,93";"5,78";"1,55";"8,73";"4,44";"3,81";"2,07";"11,34";"10,87";"7,14";"6,75";"12,28"
"2000-08-24";"10,58";"2,04";"4,34";"0,71";"6,69";"3,51";"1,20";"0,49";"11,69";"7,20";"5,32";"5,39";"8,13"
"2000-08-25";"1,64";"6,46";"1,66";"3,30";"0,01";"0,45";"0,25";"9,42";"10,68";"0,00";"0,12";"0,00";"0,77"
"2000-08-26";"2,31";"7,58";"1,72";"29,24";"0,99";"2,52";"21,00";"15,47";"11,61";"3,84";"6,48";"3,90";"7,59"
"2000-08-27";"1,07";"0,03";"0,42";"0,63";"4,98";"1,36";"0,02";"1,05";"0,50";"6,77";"2,33";"4,76";"0,85"
"2000-08-28";"14,48";"4,56";"6,25";"0,00";"1,95";"8,84";"1,79";"0,08";"4,43";"11,87";"1,66";"4,26";"12,12"
"2000-08-29";"15,01";"19,70";"0,00";"3,01";"0,00";"1,26";"5,85";"0,55";"13,22";"6,44";"0,00";"1,96";"10,06"
"2000-08-30";"0,02";"3,62";"0,00";"0,61";"0,14";"0,00";"0,00";"1,97";"0,64";"0,00";"0,15";"0,03";"0,06"
"2000-08-31";"11,94";"13,35";"17,37";"21,56";"15,43";"17,35";"15,49";"17,19";"14,41";"5,54";"18,14";"6,20";"19,60"
"2000-09-01";"0,04";"0,02";"1,49";"0,12";"2,77";"0,34";"0,12";"0,67";"0,66";"0,73";"2,53";"0,00";"0,00"
"2000-09-02";"0,00";"0,05";"0,00";"5,91";"0,01";"0,21";"4,84";"2,13";"0,21";"0,00";"0,02";"0,00";"2,46"
"2000-09-03";"1,15";"0,28";"0,96";"0,12";"6,63";"0,90";"0,00";"0,81";"0,07";"4,38";"3,37";"4,67";"0,00"
"2000-09-04";"13,68";"20,63";"10,91";"4,49";"4,64";"17,58";"9,75";"4,97";"20,92";"6,50";"6,46";"3,62";"21,96"
"2000-09-05";"10,19";"1,20";"1,54";"2,54";"8,12";"1,10";"0,85";"1,78";"4,37";"14,62";"2,38";"8,04";"0,28"
"2000-09-06";"0,80";"11,44";"0,46";"3,46";"3,78";"2,49";"5,09";"4,69";"3,39";"0,25";"0,68";"4,44";"9,54"
"2000-09-07";"4,74";"0,58";"0,57";"7,39";"1,45";"1,19";"0,50";"8,76";"0,88";"7,01";"1,91";"1,71";"0,00"
"2000-09-08";"0,63";"19,34";"3,94";"1,48";"3,88";"5,51";"5,89";"0,82";"11,66";"0,28";"3,54";"1,67";"11,50"
"2000-09-09";"0,00";"0,00";"0,00";"0,08";"0,00";"0,00";"0,00";"0,07";"0,00";"0,00";"0,00";"1,24";"0,00"
"2000-09-10";"0,19";"0,41";"0,00";"1,55";"0,13";"0,41";"1,09";"1,29";"0,65";"0,40";"0,07";"0,05";"0,18"
"2000-09-11";"7,90";"32,80";"3,68";"14,87";"0,57";"12,44";"10,23";"11,53";"21,14";"0,03";"5,22";"0,54";"26,29"
"2000-09-12";"0,37";"11,28";"0,00";"0,51";"0,00";"0,21";"0,13";"0,01";"9,25";"0,00";"0,00";"0,00";"7,51"
"2000-09-13";"1,24";"0,00";"0,00";"0,01";"0,16";"3,00";"1,16";"2,31";"0,25";"0,00";"0,00";"3,60";"0,52"
"2000-09-14";"5,21";"2,94";"2,94";"8,44";"7,02";"0,62";"4,49";"14,41";"8,16";"4,14";"5,06";"7,21";"0,24"
"2000-09-15";"5,46";"6,94";"0,00";"0,21";"2,87";"1,54";"0,00";"0,04";"2,90";"7,60";"0,24";"1,24";"8,24"
"2000-09-16";"0,59";"0,31";"0,00";"2,60";"0,00";"0,00";"0,00";"5,68";"0,00";"0,30";"0,00";"0,90";"0,00"
"2000-09-17";"5,12";"0,84";"4,85";"5,37";"9,37";"3,29";"3,19";"4,46";"0,34";"12,02";"7,32";"9,17";"5,05"
"2000-09-18";"7,92";"18,13";"4,33";"1,06";"0,04";"10,37";"5,58";"0,05";"12,89";"4,06";"2,45";"0,00";"18,47"
"2000-09-19";"0,63";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"2000-09-20";"1,13";"10,27";"5,21";"10,70";"5,69";"3,34";"5,84";"8,85";"2,53";"2,81";"5,80";"3,02";"7,94"
"2000-09-21";"0,00";"1,72";"0,00";"3,71";"0,00";"0,00";"0,00";"2,94";"0,00";"0,44";"0,00";"0,00";"0,00"
"2000-09-22";"0,00";"11,95";"0,00";"0,01";"0,02";"0,00";"0,00";"0,01";"2,47";"0,00";"0,00";"0,08";"2,80"
"2000-09-23";"0,00";"0,68";"1,22";"1,32";"2,22";"0,11";"0,68";"7,59";"0,09";"0,00";"2,65";"1,89";"4,11"
"2000-09-24";"12,01";"8,25";"8,09";"12,23";"11,33";"9,45";"10,94";"6,41";"18,33";"7,73";"9,40";"6,15";"16,44"
"2000-09-25";"3,76";"22,36";"0,03";"1,51";"0,02";"1,14";"0,24";"1,39";"16,97";"0,00";"0,35";"0,04";"19,80"
"2000-09-26";"0,15";"0,00";"0,21";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,11";"0,00";"0,00"
"2000-09-27";"3,51";"7,69";"5,71";"8,14";"3,99";"8,15";"9,65";"3,90";"6,84";"2,55";"6,09";"1,45";"9,97"
"2000-09-28";"6,30";"9,57";"5,91";"9,33";"6,44";"8,06";"7,52";"8,34";"9,09";"6,88";"6,06";"5,23";"6,86"
"2000-09-29";"1,49";"7,89";"0,00";"0,31";"0,40";"0,46";"0,00";"0,43";"6,73";"0,00";"0,04";"0,00";"6,45"
"2000-09-30";"0,14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,05";"0,20";"0,00";"0,00";"0,40";"0,00"
"2000-10-01";"1,03";"2,63";"9,34";"4,27";"6,85";"2,52";"3,11";"7,25";"0,31";"4,33";"7,60";"3,75";"0,85"
"2000-10-02";"3,95";"0,15";"0,48";"0,00";"0,41";"2,47";"0,02";"0,05";"0,08";"2,93";"1,47";"0,00";"0,03"
"2000-10-03";"1,09";"2,61";"0,00";"0,00";"0,02";"0,07";"0,00";"0,00";"0,67";"0,73";"0,00";"0,00";"0,21"
"2000-10-04";"0,00";"0,00";"0,00";"0,29";"0,03";"0,00";"0,00";"0,00";"0,00";"0,11";"0,00";"0,29";"0,00"
"2000-10-05";"0,05";"0,28";"0,00";"0,08";"0,03";"0,52";"0,00";"0,00";"0,01";"0,11";"0,00";"0,29";"4,10"
"2000-10-06";"0,00";"0,35";"0,00";"2,46";"0,00";"0,00";"0,01";"3,71";"0,28";"0,00";"0,00";"0,00";"0,00"
"2000-10-07";"0,00";"1,62";"0,00";"0,00";"0,00";"0,01";"0,00";"0,04";"0,00";"0,00";"0,00";"0,00";"7,23"
"2000-10-08";"3,26";"0,46";"3,22";"0,20";"3,43";"2,81";"0,20";"1,16";"2,61";"2,43";"3,30";"0,57";"0,02"
"2000-10-09";"2,65";"1,80";"4,89";"13,01";"1,72";"4,92";"7,90";"10,42";"8,51";"0,16";"5,61";"0,40";"0,16"
"2000-10-10";"13,11";"23,57";"13,03";"7,27";"1,96";"16,90";"18,02";"1,18";"21,94";"2,23";"8,71";"0,14";"29,45"
"2000-10-11";"0,15";"9,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3,57";"0,00";"0,00";"0,00";"5,28"
"2000-10-12";"0,99";"0,96";"0,30";"0,59";"0,05";"2,06";"0,58";"0,27";"1,98";"0,00";"0,41";"0,03";"1,35"
"2000-10-13";"0,37";"2,06";"2,10";"4,40";"0,62";"2,22";"3,35";"4,26";"0,70";"0,09";"2,33";"0,05";"2,60"
"2000-10-14";"3,06";"4,33";"0,20";"0,00";"0,00";"1,04";"0,00";"0,08";"4,03";"0,30";"0,28";"0,00";"1,48"
"2000-10-15";"0,00";"0,85";"0,00";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,90"
"2000-10-16";"0,00";"0,10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,38"
"2000-10-17";"0,01";"1,34";"0,00";"2,90";"0,00";"0,71";"2,20";"0,55";"0,06";"0,00";"0,06";"0,00";"3,49"
"2000-10-18";"0,01";"0,33";"0,00";"0,23";"0,00";"0,18";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"1,52"
"2000-10-19";"0,00";"0,78";"0,15";"0,02";"0,00";"0,00";"0,09";"0,12";"0,03";"0,00";"0,18";"0,00";"1,69"
"2000-10-20";"0,01";"2,60";"0,00";"0,73";"0,00";"0,25";"0,12";"1,07";"0,44";"0,00";"0,03";"0,00";"1,99"
"2000-10-21";"0,02";"6,30";"0,00";"3,14";"0,00";"1,00";"3,27";"1,69";"2,96";"0,00";"0,08";"0,00";"7,68"
"2000-10-22";"2,60";"0,69";"0,58";"0,00";"1,03";"1,20";"0,01";"0,03";"5,12";"1,43";"0,77";"0,08";"0,44"
"2000-10-23";"0,02";"0,03";"0,06";"0,20";"0,01";"0,08";"0,04";"0,04";"0,12";"0,21";"0,01";"0,00";"0,06"
